,STUID,SCHID,state,DIST,SCH,STU,FORM,GENDER,AREA,medium,mathscl,mathtry,mathncor,mathpcor,MT012_001,MT012_002,MT012_003,MT012_004,MT012_005,MT012_006,MT012_007,MT012_008,MT012_009,MT012_010,MT012_011,MT012_012,MT012_013,MT012_014,MT012_015,MT012_016,MT012_017,MT012_018,MT012_019,MT012_020,MT012_021,MT012_022,MT012_023,MT012_024,MT012_025,MT012_026,MT012_027,MT012_028,MT012_029,MT012_030,MT012_031,MT012_032,MT012_033,MT012_034,MT012_035,MT012_036,MT012_037,MT012_038,MT012_039,MT012_040,MT012_041,MT012_042,MT012_043,MT012_044,MT012_045,MT012_046,MT012_047,MT012_048,MT012_049,MT012_050,MT012_051,MT012_052,MT012_053,MT012_054,MT012_055,MT012_056,MT012_057,MT012_058,MT012_059,MT012_060,MT012_061,MT012_062,MT012_063,MT012_064,MT012_065,MT012_066,MT012_067,MT012_068,MT012_069,MT012_070,MT012_071,MT012_072,MT012_073,MT012_074,MT012_075,MT012_076,MT012_077,MT012_078,MT012_079,MT012_080,MT012_081,MT012_082,MT012_083,MT012_084,MT012_085,MT012_086,MT012_087,MT012_088,MT012_089,MT012_090,MT012s001,MT012s002,MT012s003,MT012s004,MT012s005,MT012s006,MT012s007,MT012s008,MT012s009,MT012s010,MT012s011,MT012s012,MT012s013,MT012s014,MT012s015,MT012s016,MT012s017,MT012s018,MT012s019,MT012s020,MT012s021,MT012s022,MT012s023,MT012s024,MT012s025,MT012s026,MT012s027,MT012s028,MT012s029,MT012s030,MT012s031,MT012s032,MT012s033,MT012s034,MT012s035,MT012s036,MT012s037,MT012s038,MT012s039,MT012s040,MT012s041,MT012s042,MT012s043,MT012s044,MT012s045,MT012s046,MT012s047,MT012s048,MT012s049,MT012s050,MT012s051,MT012s052,MT012s053,MT012s054,MT012s055,MT012s056,MT012s057,MT012s058,MT012s059,MT012s060,MT012s061,MT012s062,MT012s063,MT012s064,MT012s065,MT012s066,MT012s067,MT012s068,MT012s069,MT012s070,MT012s071,MT012s072,MT012s073,MT012s074,MT012s075,MT012s076,MT012s077,MT012s078,MT012s079,MT012s080,MT012s081,MT012s082,MT012s083,MT012s084,MT012s085,MT012s086,MT012s087,MT012s088,MT012s089,MT012s090,DistW,DistAdj,SchWgt,SchAdj,SchAdjLAN,SchAdjMAT,SchAdjSCI,SchAdjSOC,StuWgt,LANWgt,MATWgt,SCIWgt,SOCWgt,jkrep,jkzone
404,11021029024,11021029,AP,2,1029,24,MAT- 22,Girl,Rural,Telugu,228.9925212,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,2,0,1,8,8,2,3,2,2,3,1,3,8,2,3,2,3,2,4,4,2,4,3,1,1,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,3,3,2,1,3,3,8,2,2,2,3,3,4,3,4,0,2,4,2,4,2,3,3,3,1,5,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,8,8,1,1,0,0,0,0,0,8,0,0,1,1,1,0,1,0,0,1,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,1,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.049627921,1,13.40785739,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.875,29.12442169,29.12442169,29.12442169,29.12442169,0,21
448,11021033029,11021033,AP,2,1033,29,MAT- 21,Girl,Rural,Telugu,229.0593401,54,15,27.78,1,2,2,4,1,4,4,3,2,4,4,8,8,4,2,3,4,1,1,4,8,8,1,2,2,1,3,1,4,1,2,4,2,3,8,1,2,3,4,4,2,4,3,2,8,4,3,4,2,3,4,4,3,2,2,1,2,3,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,1,1,0,0,1,0,0,0,8,8,0,0,1,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,1,1,8,0,0,0,0,0,0,1,1,1,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,22.41626157,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.875,48.69239251,48.69239251,48.69239251,48.69239251,1,22
519,11021037027,11021037,AP,2,1037,27,MAT- 21,Boy,Rural,Telugu,227.5778259,54,12,22.22,3,1,2,4,3,2,3,4,1,1,4,8,8,4,3,1,4,2,4,3,8,8,3,4,4,3,2,4,2,4,1,4,1,3,8,4,2,3,4,1,2,3,4,0,8,1,4,3,2,3,1,4,2,4,1,3,2,4,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,1,0,1,0,0,1,0,0,8,8,0,1,0,0,0,0,0,8,8,0,0,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,13.40785739,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.580645161,24.55220065,24.55220065,24.55220065,24.55220065,1,18
532,11021038018,11021038,AP,2,1038,18,MAT- 22,Girl,Rural,Telugu,229.4145533,54,16,29.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,0,2,0,8,8,4,1,3,2,3,2,2,8,2,1,1,3,4,2,4,3,4,4,2,4,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,2,3,1,4,1,1,8,4,3,3,2,0,4,1,2,1,3,4,1,4,2,2,1,3,4,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,8,8,0,0,1,0,0,0,0,8,0,1,0,1,0,0,1,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,1,0,0,0,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1.049627921,1,23.13936679,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.3,34.84909296,34.84909296,34.84909296,34.84909296,1,14
541,11021040010,11021040,AP,2,1040,10,MAT- 22,Girl,Rural,Telugu,227.6407002,54,14,25.93,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,4,2,3,8,8,4,2,3,2,4,1,3,8,1,2,3,4,1,3,2,1,4,2,2,3,5,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,4,4,1,1,1,1,8,3,1,2,3,2,4,2,1,4,2,3,4,2,3,2,3,2,3,4,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,1,0,8,8,0,0,1,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,1,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.049627921,1,19.38703704,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.904761905,42.7807893,42.7807893,42.7807893,42.7807893,0,14
581,11021044039,11021044,AP,2,1044,39,MAT- 21,Girl,Urban,Telugu,226.4598953,54,13,24.07,3,1,2,3,2,3,2,1,2,1,4,8,8,3,3,3,1,4,4,4,8,8,2,1,2,3,1,1,4,1,4,1,2,4,8,1,1,3,3,4,4,1,2,2,8,3,1,2,2,2,4,4,1,1,1,2,3,4,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,0,0,0,0,0,0,8,8,0,1,1,0,1,0,0,8,8,1,0,0,0,1,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,6.491587062,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,4.866666667,36.59983635,36.59983635,36.59983635,36.59983635,0,17
607,11021047024,11021047,AP,2,1047,24,MAT- 22,Boy,Urban,Telugu,226.12099,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,5,2,5,8,8,1,0,2,4,2,3,2,8,2,3,1,3,5,2,5,5,2,0,5,4,5,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,0,4,0,3,2,1,8,3,1,4,0,4,3,4,4,4,5,2,5,1,0,3,3,2,4,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,0,8,8,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,0,0,0,8,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.049627921,1,36.78566002,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.043478261,44.46912814,44.46912814,44.46912814,44.46912814,1,15
642,11022028033,11022028,AP,2,2028,33,MAT- 21,Boy,Rural,Telugu,228.7993764,54,14,25.93,4,4,2,4,1,2,2,1,1,1,2,8,8,4,4,3,1,2,1,2,8,8,4,1,3,2,5,1,4,4,2,2,3,1,8,1,1,2,4,3,2,4,3,3,8,2,1,5,1,2,3,2,4,1,1,2,1,5,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,1,1,1,0,0,1,0,0,8,8,0,0,1,0,0,0,1,8,8,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,12.15797238,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.8,25.3530559,25.3530559,25.3530559,25.3530559,0,18
647,11022030008,11022030,AP,2,2030,8,MAT- 22,Girl,Rural,Telugu,227.8426964,54,16,29.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,4,3,4,8,8,1,4,0,3,4,4,1,8,3,4,2,3,4,4,1,4,2,3,3,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,3,2,4,3,2,3,8,1,4,2,2,1,3,4,2,0,3,2,2,4,3,1,3,3,4,1,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,8,8,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,1,1,1,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1.049627921,1,32.60547138,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1,37.77349237,37.77349237,37.77349237,37.77349237,0,15
667,11022039030,11022039,AP,2,2039,30,MAT- 22,Girl,Rural,Telugu,227.0528955,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,2,1,1,8,8,0,1,4,0,1,4,2,8,4,4,3,3,1,2,1,2,1,4,1,1,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,4,1,4,3,2,4,8,3,3,4,2,1,4,4,4,4,3,3,2,1,1,1,3,3,2,2,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,8,8,0,0,0,0,1,1,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1.049627921,1,16.87812636,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.717948718,33.59163062,33.59163062,33.59163062,33.59163062,0,20
669,11022039034,11022039,AP,2,2039,34,MAT- 22,Girl,Rural,Telugu,227.1201474,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,4,3,2,8,8,3,1,3,2,3,4,1,8,1,4,2,4,1,4,1,1,1,4,3,1,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,3,2,1,1,1,4,8,3,1,2,2,1,2,4,1,3,4,4,1,2,4,1,3,2,3,2,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,1,8,8,0,0,1,0,0,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1.049627921,1,16.87812636,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.717948718,33.59163062,33.59163062,33.59163062,33.59163062,0,20
689,11022045032,11022045,AP,2,2045,32,MAT- 21,Boy,Urban,Telugu,226.9825648,54,15,27.78,3,4,3,2,4,1,2,1,3,2,1,8,8,4,3,3,3,2,4,2,8,8,2,1,1,4,1,3,1,4,4,2,2,1,8,3,1,2,4,3,3,2,4,2,8,2,2,3,2,3,1,2,4,3,2,3,2,3,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,8,8,0,1,1,0,0,0,1,8,8,1,0,0,1,1,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,14.49132061,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,2.325,39.03260878,39.03260878,39.03260878,39.03260878,1,24
697,11023043016,11023043,AP,2,3043,16,MAT- 21,Girl,Urban,Telugu,226.2353856,54,16,29.63,2,1,2,1,2,2,1,2,3,1,4,8,8,1,4,2,1,2,1,2,8,8,1,2,3,3,2,3,2,4,2,2,1,3,8,2,2,2,4,2,1,3,1,2,8,3,3,2,2,3,4,3,4,1,3,1,2,1,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,1,1,0,0,0,0,8,8,1,0,0,0,0,0,1,8,8,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,1,8,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,28.1302106,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.733333333,56.48741865,56.48741865,56.48741865,56.48741865,1,17
701,11023043022,11023043,AP,2,3043,22,MAT- 21,Girl,Urban,Telugu,227.0794017,54,14,25.93,2,0,0,2,1,4,3,4,1,2,5,8,8,4,2,2,3,4,1,2,8,8,2,1,3,3,2,3,4,1,1,3,2,4,8,2,2,3,4,1,1,2,3,1,8,1,1,2,1,2,1,2,1,3,1,2,1,1,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,1,1,0,8,8,0,0,0,0,1,0,1,8,8,1,0,1,0,0,0,1,0,1,0,1,0,8,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.049627921,1,28.1302106,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.733333333,56.48741865,56.48741865,56.48741865,56.48741865,1,17
714,11031048009,11031048,AP,3,1048,9,MAT- 21,Girl,Rural,Telugu,226.6441405,54,16,29.63,4,3,1,3,4,3,1,3,4,3,2,8,8,3,2,3,2,3,4,3,8,8,3,3,3,4,3,1,2,4,4,1,4,1,8,1,2,3,4,2,1,2,2,3,8,1,2,3,4,3,4,3,1,3,2,2,4,2,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,1,1,0,0,0,8,8,0,0,1,1,0,0,0,8,8,0,1,1,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,68.31622575,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.235294118,74.65014773,74.65014773,74.65014773,74.65014773,1,25
732,11031049025,11031049,AP,3,1049,25,MAT- 21,Boy,Rural,Telugu,228.9267124,54,15,27.78,3,2,4,1,1,1,1,3,2,1,2,8,8,2,1,1,2,4,3,1,8,8,2,1,4,3,4,4,2,1,3,4,2,3,8,2,3,2,1,4,1,3,2,3,8,1,2,4,2,3,4,2,3,1,1,1,3,2,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,1,1,0,0,0,8,8,0,0,0,1,1,0,0,8,8,1,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,16.11955888,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.357142857,19.35152305,19.35152305,19.35152305,19.35152305,0,30
733,11031049026,11031049,AP,3,1049,26,MAT- 22,Boy,Rural,Telugu,229.4067121,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,2,1,3,8,8,2,1,3,1,1,1,3,8,2,3,2,3,1,2,4,3,2,1,3,1,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,1,1,1,1,1,8,2,1,2,2,1,4,1,1,4,2,2,2,1,2,1,3,3,1,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,8,8,1,0,1,0,1,0,0,8,0,0,1,1,0,0,1,0,1,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0.801447635,1,16.11955888,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.357142857,19.35152305,19.35152305,19.35152305,19.35152305,0,30
735,11031050006,11031050,AP,3,1050,6,MAT- 21,Girl,Rural,Telugu,229.0459667,54,15,27.78,3,3,2,3,1,3,1,1,1,3,2,8,8,3,1,4,2,3,1,1,8,8,1,2,3,2,4,4,4,3,4,1,1,4,8,1,2,3,1,1,2,2,4,1,8,2,3,3,2,4,4,3,4,3,3,4,2,2,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,1,0,1,0,1,0,0,8,8,0,0,0,1,0,0,0,8,8,0,0,1,0,0,1,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,10.95145604,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,5.3,51.34334588,51.34334588,51.34334588,51.34334588,1,26
754,11031052009,11031052,AP,3,1052,9,MAT- 21,Girl,Rural,Telugu,227.2098647,54,15,27.78,1,1,3,2,2,2,2,2,4,1,4,8,8,3,4,2,1,3,2,1,8,8,4,1,1,2,4,3,4,1,1,1,4,3,8,1,2,1,3,3,1,2,2,1,8,2,2,1,2,1,2,1,4,4,3,4,4,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,0,0,8,8,0,0,0,0,0,1,0,8,8,0,0,0,0,0,0,1,0,1,1,0,1,8,0,0,0,0,1,1,0,0,0,8,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,24.73518519,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.533333333,33.5496641,33.5496641,33.5496641,33.5496641,0,24
771,11031054006,11031054,AP,3,1054,6,MAT- 22,Girl,Rural,Telugu,226.2005088,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,2,3,3,8,8,3,2,3,3,2,1,2,8,2,2,3,3,1,1,1,2,3,3,1,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,3,2,1,1,4,1,8,2,3,4,4,2,2,2,3,4,3,4,1,3,2,1,2,3,4,2,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,8,8,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0.801447635,1,65.21094276,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.5,86.5263076,86.5263076,86.5263076,86.5263076,0,26
775,11031054017,11031054,AP,3,1054,17,MAT- 21,Boy,Rural,Telugu,229.9151422,54,17,31.48,1,1,1,1,2,4,4,3,2,4,4,8,8,4,4,3,4,3,2,3,8,8,3,1,3,1,2,1,4,1,4,1,2,4,8,1,1,3,4,2,4,4,3,3,8,2,3,2,2,2,4,1,2,4,3,1,4,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,1,0,0,0,8,8,0,0,1,0,0,1,0,8,8,0,0,1,0,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,1,1,0,8,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,65.21094276,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,1.5,86.5263076,86.5263076,86.5263076,86.5263076,0,26
804,11031057037,11031057,AP,3,1057,37,MAT- 21,Boy,Rural,Telugu,227.0400993,54,15,27.78,2,3,1,4,3,0,1,3,1,2,4,8,8,4,1,2,4,2,3,1,8,8,0,4,1,3,2,1,4,2,1,3,2,4,8,1,3,2,4,3,1,4,2,1,8,3,1,2,4,2,3,2,1,3,4,1,0,2,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,0,1,1,1,1,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,1,1,1,0,1,0,8,0,0,0,0,1,1,1,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,14.20436377,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,2.424242424,30.46030631,30.46030631,30.46030631,30.46030631,0,31
806,11031058010,11031058,AP,3,1058,10,MAT- 21,Boy,Rural,Telugu,227.941169,54,14,25.93,2,3,2,4,2,3,2,3,4,2,2,8,8,5,2,4,2,4,2,3,8,8,5,2,3,2,4,2,2,3,2,3,3,1,8,3,1,2,3,1,2,3,3,1,8,2,3,2,4,3,2,3,3,1,3,2,2,2,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,1,0,0,0,1,0,1,0,8,8,0,0,0,1,1,1,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,9.826306443,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,6.333333333,55.0502231,55.0502231,55.0502231,55.0502231,0,25
811,11031058026,11031058,AP,3,1058,26,MAT- 22,Boy,Rural,Telugu,227.8498161,54,15,27.78,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,4,2,3,2,8,8,3,1,3,2,3,1,3,8,2,3,4,3,2,2,4,1,3,4,4,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,2,3,1,3,1,3,8,4,2,4,2,1,3,1,3,4,2,3,2,3,2,1,4,4,2,3,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,8,8,0,0,1,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,1,0,0,0,8,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.801447635,1,9.826306443,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,6.333333333,55.0502231,55.0502231,55.0502231,55.0502231,0,25
816,11031059010,11031059,AP,3,1059,10,MAT- 21,Girl,Rural,Telugu,229.3461469,54,15,27.78,0,4,2,4,1,0,3,3,2,3,3,8,8,4,1,0,0,0,2,3,8,8,0,2,3,1,3,4,0,3,1,0,0,3,8,0,1,0,3,3,3,3,4,4,8,2,0,4,1,3,1,3,2,3,2,2,3,2,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,1,1,0,0,1,0,0,1,8,8,0,0,0,0,0,1,0,8,8,0,0,1,0,0,1,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.801447635,1,16.11955888,1.050583658,1.050583658,1.050583658,1.050583658,1.050583658,2.25,32.08278821,32.08278821,32.08278821,32.08278821,1,31
